COA,Org,Funding Org Name,Plan,Grade,Post,Class,Pos Nbr,Dept ID,Position Dept Name,Salary,FTE,Months
BL,MSCI,IUSM - BLOOMINGTON,AC1,FVX,FV8,,00053730,IN-MSCI,IUSM - BLOOMINGTON,54835,1,12
BL,INFI,DEPARTMENT OF INFORMATICS,AC1,RSP,RSP,,00048823,BL-INFI,DEPARTMENT OF INFORMATICS,41200,1,12
BL,CGB,CGB SEQUENCING FACILITY,AC1,RSS,RSS,,00028414,BL-CGBI,GENOMICS AND BIOINFORMATICS,58834,1,12
BL,MATH,MATHEMATICS,AC1,FVX,,,00000745,BL-MATH,MATHEMATICS,47500,1,10
BL,EBIO,EPIDEMIOLOGY AND BIOSTATISTICS,AC1,RSS,RSS,,00009991,BL-EBIO,EPIDEMIOLOGY AND BIOSTATISTICS,73250,1,12
BL,PL,PHILOSOPHY,AC1,FTX,AAM,,00013396,BL-PL,PHILOSOPHY,97947,1,10
BL,INFI,DEPARTMENT OF INFORMATICS,AC1,FTX,FT1,PR - Professor,00053583,BL-INFI,DEPARTMENT OF INFORMATICS,361846,1,12
BL,SOAD,ESKENAZI SCHOOL OF ART ARCH + DESIGN,AC1,FTX,FT1,PR - Professor,00054488,BL-SOAD,ESKENAZI SCHOOL OF ART ARCH + ,160000,1,10
BL,SOCW,SCHOOL OF SOCIAL WORK,AC1,FVX,FV5,TL - Lecturer,00012276,IN-SOCW,SCHOOL OF SOCIAL WORK,59740,1,12
BL,MUTH,MUSIC THEORY,AC1,FTX,FT2,PC - Associate Professor,00005962,BL-MUS,JACOBS SCHOOL OF MUSIC,78000,1,10
BL,ENG,ENGLISH,AC1,FTX,AAL,,00005048,BL-ENG,ENGLISH,119036,1,10
BL,PL,PHILOSOPHY,AC1,FTX,FT3,PT - Assistant Professor,00005453,BL-PL,PHILOSOPHY,79898,1,10
BL,PSY,PSYCHOLOGICAL & BRAIN SCIENCES,AC1,FVX,FV8,,00029072,BL-PSY,PSYCHOLOGICAL & BRAIN SCIENCES,37370,1,12
BL,CIMS,CINEMA & MEDIA STUDIES,AC1,FTX,FT2,PC - Associate Professor,00042519,BL-CIMS,CINEMA & MEDIA STUDIES,94822,1,10
BL,SPEA,THE O'NEILL SCHOOL - BL SPEA,AC1,FCX,FC1,PR - Professor,00008171,BL-SPEA,THE O'NEILL SCHOOL - BL SPEA,113345,1,10
BL,NELC,MIDDLE EASTERN LANGUAGES AND CULTURE,AC1,FTX,FT1,PR - Professor,00028698,BL-NELC,MIDDLE EASTERN LANGUAGES AND C,144466,1,10
BL,MATH,MATHEMATICS,AC1,FLX,FL5,TL - Lecturer,00026799,BL-MATH,MATHEMATICS,53000,1,10
BL,CEDP,COUNSELING & EDUCATIONAL PSY,AC1,FTX,FT3,PT - Assistant Professor,00005689,BL-EDUC,EDUCATION,77462,1,10
BL,APHS,APPLIED HEALTH SCIENCE,AC1,FTX,FT2,PC - Associate Professor,00004690,BL-APHS,APPLIED HEALTH SCIENCE,155864,1,10
BL,APHS,APPLIED HEALTH SCIENCE,AC1,FTX,FT3,PT - Assistant Professor,00004698,BL-APHS,APPLIED HEALTH SCIENCE,97679,1,10
BL,LAWL,LAW LIBRARY,AC1,LTX,LT2,LC - Associate Librarian,00018019,BL-LAWL,LAW LIBRARY,89554,1,12
BL,BI,BIOLOGY,AC1,RSS,RSS,,00000878,BL-BI,BIOLOGY,37370,1,12
BL,INFI,DEPARTMENT OF INFORMATICS,AC1,FTX,FT1,PR - Professor,00026761,BL-INFI,DEPARTMENT OF INFORMATICS,143089,1,10
BL,BEPP,DEPT OF ECONOMICS & PUBLIC POLICY,AC1,FVX,FV3,PT - Assistant Professor,00054605,BL-BUS,KELLEY SCHOOL OF BUSINESS,115000,1,10
BL,EALC,EAST ASIAN LANGS & CULTURES,AC1,FTX,FT3,PT - Assistant Professor,00008149,BL-EALC,EAST ASIAN LANGS & CULTURES,83005,1,10
BL,GRCH,GRAND CHALLENGE,AC1,FTX,FT2,PC - Associate Professor,00005539,BL-EBIO,EPIDEMIOLOGY AND BIOSTATISTICS,139463,1,10
BL,OADT,BUSINESS OPERATIONS & DECISION TECHNOLOG,AC1,FLX,FLS,TS - Senior Lecturer,00011059,BL-BUS,KELLEY SCHOOL OF BUSINESS,95000,1,10
BL,CRIN,CURRICULUM & INSTRUCTION,AC1,FTX,FT1,PR - Professor,00000035,BL-EDUC,EDUCATION,135523,1,10
BL,EALC,EAST ASIAN LANGS & CULTURES,AC1,FLX,FLS,TS - Senior Lecturer,00034539,BL-EALC,EAST ASIAN LANGS & CULTURES,64322,1,10
BL,SOAD,ESKENAZI SCHOOL OF ART ARCH + DESIGN,AC1,FTX,AAM,,00005359,BL-SOAD,ESKENAZI SCHOOL OF ART ARCH + ,89446,1,10
BL,NELC,MIDDLE EASTERN LANGUAGES AND CULTURE,AC1,FTX,FT1,PR - Professor,00005379,BL-NELC,MIDDLE EASTERN LANGUAGES AND C,95627,1,10
BL,MUCA,CHORAL ENSEMBLE,AC1,FTX,FT2,PC - Associate Professor,00006008,BL-MUS,JACOBS SCHOOL OF MUSIC,76688,1,10
BL,NELC,MIDDLE EASTERN LANGUAGES AND CULTURE,AC1,FLX,FL5,TL - Lecturer,00027235,BL-NELC,MIDDLE EASTERN LANGUAGES AND C,53774,1,10
BL,PSY,PSYCHOLOGICAL & BRAIN SCIENCES,AC1,FTX,FT1,PR - Professor,00028294,BL-PSY,PSYCHOLOGICAL & BRAIN SCIENCES,184226,1,10
BL,ANTH,ANTHROPOLOGY,AC1,FTX,FT3,PT - Assistant Professor,00036612,BL-ANTH,ANTHROPOLOGY,81563,1,10
BL,ENVR,ENVIRONMENTAL AND OCCUPATIONAL HEALTH,AC1,RSS,RSS,,00036182,BL-ENVR,ENVIRONMENTAL AND OCCUPATIONAL,65000,1,12
BL,SOC,SOCIOLOGY,AC1,FTX,FT1,PR - Professor,00005581,BL-SOC,SOCIOLOGY,141775,1,10
BL,CPCS,"COMM, PROF, AND COMPUTER SKILL",AC1,FLX,FL5,TL - Lecturer,00054762,BL-BUS,KELLEY SCHOOL OF BUSINESS,62500,1,10
BL,SPEA,THE O'NEILL SCHOOL - BL SPEA,AC1,FLX,FL5,TL - Lecturer,00027196,BL-SPEA,THE O'NEILL SCHOOL - BL SPEA,70860,1,10
BL,ECON,ECONOMICS,AC1,FTX,FT1,PR - Professor,00008516,BL-ECON,ECONOMICS,176875,1,10
BL,LREF,SCHOLARS COMMONS,AC1,LTX,LT2,LC - Associate Librarian,00016678,BL-LIBR,LIBRARIES,67000,1,12
BL,BCC,BIOSTATISTICS CONSULTING CENTER,AC1,RSS,RSS,,00031442,BL-EBIO,EPIDEMIOLOGY AND BIOSTATISTICS,65207,1,12
BL,SPEA,THE O'NEILL SCHOOL - BL SPEA,AC1,FVX,FV5,TL - Lecturer,00005609,BL-SPEA,THE O'NEILL SCHOOL - BL SPEA,79374,1,10
BL,SOC,SOCIOLOGY,AC1,FTX,AAM,,00027527,BL-SOC,SOCIOLOGY,108039,1,10
BL,HIST,HISTORY,AC1,FTX,FT1,PR - Professor,00005170,BL-HIST,HISTORY,151719,1,10
BL,MUAD,ADMINISTRATION - JACOBS,AC1,AAJ,AAJ,,00044575,BL-MUS,JACOBS SCHOOL OF MUSIC,172525,1,12
BL,GNDR,GENDER STUDIES,AC1,FTX,FT3,PT - Assistant Professor,00051109,BL-GNDR,GENDER STUDIES,81910,1,10
BL,SPHB,SCHOOL OF PUBLIC HEALTH - BLOOMINGTON,AC1,AAI,AAI,,00003654,BL-SPHB,SCHOOL OF PUBLIC HEALTH - BLOO,486236,1,12
BL,HEWD,HEALTH AND WELLNESS DESIGN,AC1,FCX,FC3,PT - Assistant Professor,00034031,BL-HEWD,HEALTH AND WELLNESS DESIGN,82193,1,10
BL,LAWS,MAURER SCHOOL OF LAW,AC1,FTX,FT2,PC - Associate Professor,00005848,BL-LAWS,MAURER SCHOOL OF LAW,156187,1,10
BL,NELC,MIDDLE EASTERN LANGUAGES AND CULTURE,AC1,FLX,FLS,TS - Senior Lecturer,00042190,BL-NELC,MIDDLE EASTERN LANGUAGES AND C,62225,1,10
BL,NELC,MIDDLE EASTERN LANGUAGES AND CULTURE,AC1,FTX,FT2,PC - Associate Professor,00005378,BL-NELC,MIDDLE EASTERN LANGUAGES AND C,95213,1,10
BL,ANTH,ANTHROPOLOGY,AC1,FTX,AAM,,00029834,BL-ANTH,ANTHROPOLOGY,97570,1,10
BL,CRIN,CURRICULUM & INSTRUCTION,AC1,FCX,FC3,PT - Assistant Professor,00007493,BL-EDUC,EDUCATION,65000,1,10
BL,PSY,PSYCHOLOGICAL & BRAIN SCIENCES,AC1,FVX,FV6,,00036198,BL-PSY,PSYCHOLOGICAL & BRAIN SCIENCES,56800,1,12
BL,AFRI,AFRICAN STUDIES PROGRAM,AC1,FTX,FT3,PT - Assistant Professor,00031489,BL-AFRO,AFRICAN AMER & AFRICAN DIASPOR,78000,1,10
BL,SPHS,SPEECH & HEARING SCIENCES,AC1,FCX,FC2,PC - Associate Professor,00029214,BL-SPHS,SPEECH & HEARING SCIENCES,92236,1,12
BL,SPEA,THE O'NEILL SCHOOL - BL SPEA,AC1,FTX,FT1,PR - Professor,00005626,BL-SPEA,THE O'NEILL SCHOOL - BL SPEA,188897,1,10
BL,BI,BIOLOGY,AC1,FLX,FL5,TL - Lecturer,00009848,BL-BI,BIOLOGY,60000,1,10
BL,MSCH,MEDIA SCHOOL,AC1,FTX,FT2,PC - Associate Professor,00042489,BL-MSCH,MEDIA SCHOOL,79402,1,10
BL,ENG,ENGLISH,AC1,FTX,FT2,PC - Associate Professor,00005093,BL-ENG,ENGLISH,91451,1,10
BL,TEED,TEACHER EDUCATION,AC1,AAJ,AAJ,,00005033,BL-EDUC,EDUCATION,160126,1,12
BL,CPCS,"COMM, PROF, AND COMPUTER SKILL",AC1,FLX,FL5,TL - Lecturer,00054910,BL-BUS,KELLEY SCHOOL OF BUSINESS,68000,1,10
BL,SPHS,SPEECH & HEARING SCIENCES,AC1,FTX,FT1,PR - Professor,00005657,BL-SPHS,SPEECH & HEARING SCIENCES,122649,1,10
BL,IIDC,IND INST ON DISABILITY/COMMNTY,AC1,RSX,RS3,RT - Assistant Scientist;Scholar,00053220,BL-IIDC,IND INST ON DISABILITY/COMMNTY,77250,1,12
BL,SPHB,SCHOOL OF PUBLIC HEALTH - BLOOMINGTON,AC1,UAS,AAM,,00011207,BL-SPHB,SCHOOL OF PUBLIC HEALTH - BLOO,67809,1,12
BL,ENG,ENGLISH,AC1,FTX,FT2,PC - Associate Professor,00005052,BL-ENG,ENGLISH,77214,1,10
BL,AMST,AMERICAN STUDIES,AC1,FTX,FT2,PC - Associate Professor,00037206,BL-AMST,AMERICAN STUDIES,94294,1,10
BL,SPHS,SPEECH & HEARING SCIENCES,AC1,FTX,FT1,PR - Professor,00005656,BL-SPHS,SPEECH & HEARING SCIENCES,127272,1,10
BL,ACTG,ACCOUNTING DEPARTMENT,AC1,FTX,FT3,PT - Assistant Professor,00054176,BL-BUS,KELLEY SCHOOL OF BUSINESS,241000,1,10
BL,PSY,PSYCHOLOGICAL & BRAIN SCIENCES,AC1,FVX,FV6,,00022783,BL-PSY,PSYCHOLOGICAL & BRAIN SCIENCES,60000,1,12
BL,IIDC,IND INST ON DISABILITY/COMMNTY,AC1,RSX,RS3,RT - Assistant Scientist;Scholar,00052696,BL-IIDC,IND INST ON DISABILITY/COMMNTY,76282,1,12
BL,ACTG,ACCOUNTING DEPARTMENT,AC1,FCX,FC3,PT - Assistant Professor,00052771,BL-BUS,KELLEY SCHOOL OF BUSINESS,173040,1,10
BL,OAMH,ORGN OF AMERICAN HISTORIANS,AC1,UAS,UAS,,00030644,BL-OAMH,ORGN OF AMERICAN HISTORIANS,74656,1,12
BL,INAD,SICE ADMINISTRATION,AC1,FTX,FT3,PT - Assistant Professor,00004974,BL-CSCI,COMPUTER SCIENCE,115000,1,10
BL,STAT,STATISTICS,AC1,FVX,FV1,PR - Professor,00045084,BL-STAT,STATISTICS,65000,1,10
BL,INFI,DEPARTMENT OF INFORMATICS,AC1,FTX,FT3,PT - Assistant Professor,00020991,BL-INFI,DEPARTMENT OF INFORMATICS,107120,1,10
BL,INAD,SICE ADMINISTRATION,AC1,FLX,FL5,TL - Lecturer,00055156,BL-ISE,INTELLIGENT SYSTEMS ENGINEERIN,75000,1,10
BL,IIDC,IND INST ON DISABILITY/COMMNTY,AC1,RSX,RS3,RT - Assistant Scientist;Scholar,00050413,BL-IIDC,IND INST ON DISABILITY/COMMNTY,81009,1,12
BL,PSY,PSYCHOLOGICAL & BRAIN SCIENCES,AC1,RSP,RSP,,00042894,BL-PSY,PSYCHOLOGICAL & BRAIN SCIENCES,54000,1,12
BL,FRIT,FRENCH AND ITALIAN,AC1,FTX,FT1,PR - Professor,00005135,BL-FRIT,FRENCH AND ITALIAN,76464,1,10
BL,CPIA,CHAMBER AND COLLABORATIVE MUSIC,AC1,FVX,FV5,TL - Lecturer,00024087,BL-MUS,JACOBS SCHOOL OF MUSIC,55000,1,10
BL,GEOY,INDIANA GEOLOGICAL & WATER SURVEY,AC1,RSX,RS3,RT - Assistant Scientist;Scholar,00003671,BL-GEOY,INDIANA GEOLOGICAL & WATER SUR,79622,1,12
BL,THTR,"THEATRE, DRAMA AND CONTEMPORARY DANCE",AC1,FTX,FT3,PT - Assistant Professor,00028700,BL-THTR,"THEATRE, DRAMA AND CONTEMPORAR",70731,1,10
BL,LAWS,MAURER SCHOOL OF LAW,AC1,FCX,FC1,PR - Professor,00009344,BL-LAWS,MAURER SCHOOL OF LAW,150320,1,12
BL,LAWS,MAURER SCHOOL OF LAW,AC1,FTX,FT1,PR - Professor,00005831,BL-LAWS,MAURER SCHOOL OF LAW,249459,1,10
BL,STNG,STRINGS,AC1,FTX,FT1,PR - Professor,00005908,BL-MUS,JACOBS SCHOOL OF MUSIC,181698,1,10
BL,PSY,PSYCHOLOGICAL & BRAIN SCIENCES,AC1,FVX,FV8,,00036190,BL-PSY,PSYCHOLOGICAL & BRAIN SCIENCES,60000,1,12
BL,CPIA,CHAMBER AND COLLABORATIVE MUSIC,AC1,FVX,FV3,PT - Assistant Professor,00048727,BL-MUS,JACOBS SCHOOL OF MUSIC,46013,1,10
BL,ANTH,ANTHROPOLOGY,AC1,FTX,ACM,,00005366,BL-ANTH,ANTHROPOLOGY,92000,1,10
BL,CPIA,CHAMBER AND COLLABORATIVE MUSIC,AC1,FLX,FLS,TS - Senior Lecturer,00000768,BL-MUS,JACOBS SCHOOL OF MUSIC,63000,1,10
BL,LISS,"LIBRARY SCIENCES,SOCIAL SCIENC",AC1,LTX,LT3,LT - Assistant Librarian,00042004,BL-LIBR,LIBRARIES,62000,1,12
BL,NURS,NURSING,AC1,FCX,FC3,PT - Assistant Professor,00026151,BL-NURS,NURSING,72837,1,10
BL,BFIN,FINANCE DEPARTMENT,AC1,FCX,FC2,PC - Associate Professor,00052107,BL-BUS,KELLEY SCHOOL OF BUSINESS,176300,1,10
BL,SPHS,SPEECH & HEARING SCIENCES,AC1,FVX,FV3,PT - Assistant Professor,00052711,BL-SPHS,SPEECH & HEARING SCIENCES,68000,1,12
BL,CEUS,CENTRAL EURASIAN STUDIES,AC1,FVX,,,00024145,BL-CEUS,CENTRAL EURASIAN STUDIES,41814,1,10
BL,ENVR,ENVIRONMENTAL AND OCCUPATIONAL HEALTH,AC1,FTX,FT2,PC - Associate Professor,00035391,BL-ENVR,ENVIRONMENTAL AND OCCUPATIONAL,117035,1,10
BL,MUVO,VOICE DEPARTMENT,AC1,FTX,FT3,PT - Assistant Professor,00011098,BL-MUS,JACOBS SCHOOL OF MUSIC,67500,1,10
BL,FRIT,FRENCH AND ITALIAN,AC1,FTX,FT1,PR - Professor,00005102,BL-FRIT,FRENCH AND ITALIAN,110000,1,10
BL,CHEM,CHEMISTRY,AC1,FLX,FL5,TL - Lecturer,00046514,BL-CHEM,CHEMISTRY,60000,1,10
BL,AST,ASTRONOMY,AC1,RSP,RSP,,00040607,BL-AST,ASTRONOMY,50000,1,12
BL,IIDC,IND INST ON DISABILITY/COMMNTY,AC1,RSX,RS3,RT - Assistant Scientist;Scholar,00049618,BL-IIDC,IND INST ON DISABILITY/COMMNTY,81181,1,12
BL,ENG,ENGLISH,AC1,FTX,FT1,PR - Professor,00005046,BL-ENG,ENGLISH,106595,1,10
BL,MUVO,VOICE DEPARTMENT,AC1,FTX,FT2,PC - Associate Professor,00005981,BL-MUS,JACOBS SCHOOL OF MUSIC,89881,1,10
BL,GEOG,GEOGRAPHY,AC1,RSP,RSP,,00043550,BL-GEOG,GEOGRAPHY,55000,1,12
BL,LIAS,PLANNING AND ADMIN,AC1,LTX,LT2,LC - Associate Librarian,00026375,BL-LIBR,LIBRARIES,85327,1,12
BL,SLAV,SLAVIC & EAST EUROPEAN LANG & CULTURE,AC1,FLX,FLS,TS - Senior Lecturer,00029935,BL-SLAV,SLAVIC & EAST EUROPEAN LANG & ,59063,1,10
BL,MGMT,DEPT MANGEMENT & ENTREP,AC1,FCX,FC3,PT - Assistant Professor,00052285,BL-BUS,KELLEY SCHOOL OF BUSINESS,146000,1,10
BL,CSCI,COMPUTER SCIENCE,AC1,FLX,LPS,TS - Senior Lecturer,00026923,BL-CSCI,COMPUTER SCIENCE,80340,1,10
BL,GEOG,GEOGRAPHY,AC1,FTX,AAM,,00005140,BL-GEOG,GEOGRAPHY,81725,1,10
BL,SPEA,THE O'NEILL SCHOOL - BL SPEA,AC1,FTX,FT1,PR - Professor,00036540,BL-SPEA,THE O'NEILL SCHOOL - BL SPEA,188632,1,10
BL,LISS,"LIBRARY SCIENCES,SOCIAL SCIENC",AC1,LTX,LT2,LC - Associate Librarian,00041996,BL-LIBR,LIBRARIES,74984,1,12
BL,SPEA,THE O'NEILL SCHOOL - BL SPEA,AC1,FTX,AAM,,00014401,BL-SPEA,THE O'NEILL SCHOOL - BL SPEA,356773,1,10
BL,PIAN,PIANO,AC1,FTX,FT1,PR - Professor,00005930,BL-MUS,JACOBS SCHOOL OF MUSIC,107829,1,10
BL,SPEA,THE O'NEILL SCHOOL - BL SPEA,AC1,FTX,FT1,PR - Professor,00005622,BL-SPEA,THE O'NEILL SCHOOL - BL SPEA,173305,1,10
BL,ECON,ECONOMICS,AC1,FTX,FT3,PT - Assistant Professor,00013286,BL-ECON,ECONOMICS,150218,1,10
BL,ENVR,ENVIRONMENTAL AND OCCUPATIONAL HEALTH,AC1,FTX,FT3,PT - Assistant Professor,00031107,BL-ENVR,ENVIRONMENTAL AND OCCUPATIONAL,97000,1,10
BL,ISE,INTELLIGENT SYSTEMS ENGINEERING,AC1,FTX,FT3,PT - Assistant Professor,00046806,BL-ISE,INTELLIGENT SYSTEMS ENGINEERIN,114377,1,10
BL,SPHS,SPEECH & HEARING SCIENCES,AC1,FLX,FLS,TS - Senior Lecturer,00038750,BL-SPHS,SPEECH & HEARING SCIENCES,48634,0.75,10
BL,BFIN,FINANCE DEPARTMENT,AC1,FTX,FT3,PT - Assistant Professor,00050580,BL-BUS,KELLEY SCHOOL OF BUSINESS,254050,1,10
BL,ACTG,ACCOUNTING DEPARTMENT,AC1,FVX,FV3,PT - Assistant Professor,00052636,BL-BUS,KELLEY SCHOOL OF BUSINESS,207000,1,10
BL,PHYS,PHYSICS,AC1,RSP,RSP,,00001107,BL-PHYS,PHYSICS,55184,1,12
BL,SPEA,THE O'NEILL SCHOOL - BL SPEA,AC1,FTX,FT2,PC - Associate Professor,00005642,BL-SPEA,THE O'NEILL SCHOOL - BL SPEA,153402,1,10
BL,CSCI,COMPUTER SCIENCE,AC1,FLX,FL5,TL - Lecturer,00052215,BL-CSCI,COMPUTER SCIENCE,72100,1,10
BL,CPCS,"COMM, PROF, AND COMPUTER SKILL",AC1,FLX,FLT,PR - Professor,00008824,BL-BUS,KELLEY SCHOOL OF BUSINESS,85490,1,10
BL,SOAD,ESKENAZI SCHOOL OF ART ARCH + DESIGN,AC1,FTX,AAM,,00045178,BL-SOAD,ESKENAZI SCHOOL OF ART ARCH + ,67009,1,10
BL,MATH,MATHEMATICS,AC1,FTX,FT1,PR - Professor,00005902,BL-MATH,MATHEMATICS,125720,1,10
BL,OADT,BUSINESS OPERATIONS & DECISION TECHNOLOG,AC1,FLX,FL5,TL - Lecturer,00008833,BL-BUS,KELLEY SCHOOL OF BUSINESS,83100,1,10
BL,BI,BIOLOGY,AC1,FTX,FT3,PT - Assistant Professor,00000021,BL-BI,BIOLOGY,97057,1,10
BL,EALC,EAST ASIAN LANGS & CULTURES,AC1,FTX,FT3,PT - Assistant Professor,00004993,BL-EALC,EAST ASIAN LANGS & CULTURES,86000,1,10
BL,IMAG,INDIANA MAGAZINE OF HISTORY,AC1,RSS,RSS,,00054918,BL-HIST,HISTORY,49483,1,12
BL,OADT,BUSINESS OPERATIONS & DECISION TECHNOLOG,AC1,FTX,FT2,PC - Associate Professor,00012497,BL-BUS,KELLEY SCHOOL OF BUSINESS,211400,1,10
BL,THTR,"THEATRE, DRAMA AND CONTEMPORARY DANCE",AC1,FTX,FT3,PT - Assistant Professor,00005692,BL-THTR,"THEATRE, DRAMA AND CONTEMPORAR",67650,1,10
BL,JSP,JEWISH STUDIES,AC1,FVX,FV5,TL - Lecturer,00032472,BL-JSP,JEWISH STUDIES,50000,1,10
BL,CLAS,CLASSICAL STUDIES,AC1,FTX,FT2,PC - Associate Professor,00004932,BL-CLAS,CLASSICAL STUDIES,76737,1,10
BL,IIDC,IND INST ON DISABILITY/COMMNTY,AC1,RSS,RSS,,00005193,BL-IIDC,IND INST ON DISABILITY/COMMNTY,62644,1,12
BL,OADT,BUSINESS OPERATIONS & DECISION TECHNOLOG,AC1,FTX,FT2,PC - Associate Professor,00008390,BL-BUS,KELLEY SCHOOL OF BUSINESS,216300,1,10
BL,NURS,NURSING,AC1,FLX,FL5,TL - Lecturer,00049135,BL-NURS,NURSING,75292,1,10
BL,ISM,INTERNATIONAL STUDIES,AC1,FTX,FT2,PC - Associate Professor,00042201,BL-ISM,INTERNATIONAL STUDIES,114688,1,10
BL,CEPR,"CENTER FOR EVALUATION, POLICY, AND RESEA",AC1,RSS,RSS,,00033010,BL-CEPR,"CENTER FOR EVALUATION, POLICY,",52000,1,12
BL,CPCS,"COMM, PROF, AND COMPUTER SKILL",AC1,FLX,FLS,TS - Senior Lecturer,00021160,BL-BUS,KELLEY SCHOOL OF BUSINESS,76137,1,10
BL,CLAS,CLASSICAL STUDIES,AC1,FTX,AAM,,00004933,BL-CLAS,CLASSICAL STUDIES,103482,1,10
BL,EALC,EAST ASIAN LANGS & CULTURES,AC1,FLX,FLS,TS - Senior Lecturer,00036014,BL-EALC,EAST ASIAN LANGS & CULTURES,63132,1,10
BL,PSY,PSYCHOLOGICAL & BRAIN SCIENCES,AC1,RSS,RSS,,00001013,BL-PSY,PSYCHOLOGICAL & BRAIN SCIENCES,50000,1,12
BL,AMST,AMERICAN STUDIES,AC1,FTX,FT3,PT - Assistant Professor,00052759,BL-AMST,AMERICAN STUDIES,77500,1,10
BL,SOC,SOCIOLOGY,AC1,FTX,FT1,PR - Professor,00005578,BL-SOC,SOCIOLOGY,192872,1,10
BL,POLS,POLITICAL SCIENCE,AC1,FLX,FLS,TS - Senior Lecturer,00023165,BL-POLS,POLITICAL SCIENCE,67527,1,10
BL,SLS,SECOND LANGUAGE STUDIES,AC1,FTX,FT1,PR - Professor,00005677,BL-SLS,SECOND LANGUAGE STUDIES,158239,1,10
BL,MART,MUSIC-ARTS ADMINISTRATION,AC1,FLX,AAM,,00022033,BL-MUS,JACOBS SCHOOL OF MUSIC,99835,1,12
BL,FOLK,FOLKLORE AND ETHNOMUSICOLOGY,AC1,FTX,FT3,PT - Assistant Professor,00005097,BL-FOLK,FOLKLORE AND ETHNOMUSICOLOGY,75112,1,10
BL,PSY,PSYCHOLOGICAL & BRAIN SCIENCES,AC1,FVX,FV6,,00000776,BL-PSY,PSYCHOLOGICAL & BRAIN SCIENCES,120000,1,12
BL,SPEA,THE O'NEILL SCHOOL - BL SPEA,AC1,FTX,FT3,PT - Assistant Professor,00042025,BL-SPEA,THE O'NEILL SCHOOL - BL SPEA,118582,1,10
BL,APHS,APPLIED HEALTH SCIENCE,AC1,FTX,FT2,PC - Associate Professor,00003790,BL-APHS,APPLIED HEALTH SCIENCE,128326,1,10
BL,NURS,NURSING,AC1,FCX,FC3,PT - Assistant Professor,00011951,BL-NURS,NURSING,80000,1,10
BL,ECON,ECONOMICS,AC1,FLX,FLS,TS - Senior Lecturer,00052527,BL-ECON,ECONOMICS,98054,1,10
BL,ENG,ENGLISH,AC1,FTX,AAM,,00005053,BL-ENG,ENGLISH,80010,1,10
BL,PL,PHILOSOPHY,AC1,FTX,FT1,PR - Professor,00005455,BL-PL,PHILOSOPHY,146745,1,10
BL,ISAB,CTR FOR INTEGR STDY OF ANIM BE,AC1,FLX,FL5,TL - Lecturer,00055017,BL-ISAB,CTR FOR INTEGR STDY OF ANIM BE,55000,1,10
BL,CPCS,"COMM, PROF, AND COMPUTER SKILL",AC1,FLX,FL5,TL - Lecturer,00054749,BL-BUS,KELLEY SCHOOL OF BUSINESS,62500,1,10
BL,BUKD,BUSINESS KELLEY DIRECT,AC1,FCX,ACP,,00009674,BL-BUS,KELLEY SCHOOL OF BUSINESS,210000,1,12
BL,PSY,PSYCHOLOGICAL & BRAIN SCIENCES,AC1,FVX,FV8,,00032214,BL-PSY,PSYCHOLOGICAL & BRAIN SCIENCES,60000,1,12
BL,CRIN,CURRICULUM & INSTRUCTION,AC1,FTX,FT1,PR - Professor,00008176,BL-EDUC,EDUCATION,141773,1,10
BL,PSY,PSYCHOLOGICAL & BRAIN SCIENCES,AC1,RSS,RSS,,00001003,BL-PSY,PSYCHOLOGICAL & BRAIN SCIENCES,42652,1,12
BL,HPSC,HIST & PHIL OF SCIENCE AND MEDICINE,AC1,FTX,FT3,PT - Assistant Professor,00000253,BL-HPSC,HIST & PHIL OF SCIENCE AND MED,76903,1,10
BL,CPCS,"COMM, PROF, AND COMPUTER SKILL",AC1,FLX,FLT,PR - Professor,00011078,BL-BUS,KELLEY SCHOOL OF BUSINESS,86250,1,10
BL,NAGP,NATIVE AMER GRAVE PROTECT & REPAT ACT,AC1,RSS,RSS,,00050798,BL-NAGP,NATIVE AMER GRAVE PROTECT & RE,53560,1,12
BL,BEPP,DEPT OF ECONOMICS & PUBLIC POLICY,AC1,FTX,FT3,PT - Assistant Professor,00049674,BL-BUS,KELLEY SCHOOL OF BUSINESS,180000,1,10
BL,HBIO,HUMAN BIOLOGY PROGRAM,AC1,FLX,FLS,TS - Senior Lecturer,00036641,BL-BI,BIOLOGY,66000,1,10
BL,FINH,ART HISTORY,AC1,FTX,FT2,PC - Associate Professor,00034298,BL-FINH,ART HISTORY,90939,1,10
BL,MKTG,MARKETING DEPARTMENT,AC1,FLX,FLT,PR - Professor,00020848,BL-BUS,KELLEY SCHOOL OF BUSINESS,103750,1,10
BL,MGMT,DEPT MANGEMENT & ENTREP,AC1,FCX,FC3,PT - Assistant Professor,00054599,BL-BUS,KELLEY SCHOOL OF BUSINESS,143000,1,10
BL,PSY,PSYCHOLOGICAL & BRAIN SCIENCES,AC1,FTX,AAM,,00005499,BL-PSY,PSYCHOLOGICAL & BRAIN SCIENCES,156843,1,10
BL,BIOC,BIOCHEMISTRY,AC1,FTX,FT1,PR - Professor,00035674,BL-BIOC,BIOCHEMISTRY,249884,1,10
BL,ISM,INTERNATIONAL STUDIES,AC1,FTX,AAM,,00042148,BL-ISM,INTERNATIONAL STUDIES,114688,1,10
