COA,Org,Funding Org Name,Plan,Grade,Post,Class,Pos Nbr,Dept ID,Position Dept Name,Salary,FTE,Months
BL,OPT,OPTOMETRY,AC1,FLX,FL5,TL - Lecturer,00048617,BL-OPT,OPTOMETRY,111240,1,10
BL,ACTG,ACCOUNTING DEPARTMENT,AC1,FCX,FC3,PT - Assistant Professor,00054338,BL-BUS,KELLEY SCHOOL OF BUSINESS,170000,1,10
BL,OADT,BUSINESS OPERATIONS & DECISION TECHNOLOG,AC1,FLX,FLS,TS - Senior Lecturer,00000170,BL-BUS,KELLEY SCHOOL OF BUSINESS,97000,1,10
BL,CPCS,"COMM, PROF, AND COMPUTER SKILL",AC1,FLX,FL5,TL - Lecturer,00048293,BL-BUS,KELLEY SCHOOL OF BUSINESS,66403,1,10
BL,MATH,MATHEMATICS,AC1,FCX,AAM,,00052529,BL-MATH,MATHEMATICS,83790,1,10
BL,PSY,PSYCHOLOGICAL & BRAIN SCIENCES,AC1,FVX,FV3,PT - Assistant Professor,00048051,BL-PSY,PSYCHOLOGICAL & BRAIN SCIENCES,52000,1,10
BL,COMS,COMMUNICATION SCIENCE,AC1,FTX,AAM,,00042113,BL-COMS,COMMUNICATION SCIENCE,93448,1,10
BL,INFI,DEPARTMENT OF INFORMATICS,AC1,FTX,FT3,PT - Assistant Professor,00026902,BL-INFI,DEPARTMENT OF INFORMATICS,109958,1,10
BL,IIDC,IND INST ON DISABILITY/COMMNTY,AC1,RSS,RSS,,00053272,BL-IIDC,IND INST ON DISABILITY/COMMNTY,72615,1,12
BL,CHEM,CHEMISTRY,AC1,FTX,FT1,PR - Professor,00005510,BL-CHEM,CHEMISTRY,313594,1,10
BL,LIAH,LIBRARY ARTS & HUMANITIES,AC1,LTX,LT2,LC - Associate Librarian,00016538,BL-LIBR,LIBRARIES,67000,1,12
BL,LLC,COLLINS LIVING LEARNING CENTER,AC1,UAS,ACM,,00032776,BL-LLC,COLLINS LIVING LEARNING CENTER,64317,1,12
BL,MUVO,VOICE DEPARTMENT,AC1,FLX,FL5,TL - Lecturer,00014309,BL-MUS,JACOBS SCHOOL OF MUSIC,61350,1,10
BL,SGIS,HAMILTON LUGAR SCHOOL,AC1,UAS,,,00051125,BL-SGIS,HAMILTON LUGAR SCHOOL,100000,1,12
BL,SPAN,SPANISH & PORTUGUESE,AC1,FLX,FLS,TS - Senior Lecturer,00005600,BL-SPAN,SPANISH & PORTUGUESE,49669,1,10
BL,KINE,KINESIOLOGY,AC1,FCX,FC2,PC - Associate Professor,00019067,BL-KINE,KINESIOLOGY,100800,1,10
BL,MUSL,MUSIC LIBRARY,AC1,LTX,ACM,,00004569,BL-LIBR,LIBRARIES,72000,1,12
BL,MGMT,DEPT MANGEMENT & ENTREP,AC1,FCX,FC3,PT - Assistant Professor,00047837,BL-BUS,KELLEY SCHOOL OF BUSINESS,150300,1,10
BL,PIAN,PIANO,AC1,FTX,FT1,PR - Professor,00005957,BL-MUS,JACOBS SCHOOL OF MUSIC,173400,1,10
BL,BCC,BIOSTATISTICS CONSULTING CENTER,AC1,RSS,RSS,,00033410,BL-EBIO,EPIDEMIOLOGY AND BIOSTATISTICS,68288,1,12
BL,SGIS,HAMILTON LUGAR SCHOOL,AC1,UAS,AAM,,00053634,BL-SGIS,HAMILTON LUGAR SCHOOL,66625,1,12
BL,VPFA,VICE PROVOST FOR FACULTY AFFAI,AC1,AAG,AVP,,00039227,BL-VPFA,VICE PROVOST FOR FACULTY AFFAI,146516,1,12
BL,LIIT,INFORMATION TECH&DIGITAL PROGR,AC1,LTX,LT2,LC - Associate Librarian,00019864,BL-LIBR,LIBRARIES,77250,1,12
BL,SPAN,SPANISH & PORTUGUESE,AC1,FTX,FT1,PR - Professor,00005613,BL-SPAN,SPANISH & PORTUGUESE,112205,1,10
BL,IIDC,IND INST ON DISABILITY/COMMNTY,AC1,RSX,AAM,,00049619,BL-IIDC,IND INST ON DISABILITY/COMMNTY,122706,1,12
BL,SPEA,THE O'NEILL SCHOOL - BL SPEA,AC1,FTX,FT1,PR - Professor,00005816,BL-LAWS,MAURER SCHOOL OF LAW,205566,1,10
BL,BCSS,BEGINNING COLLEGE SURVEY OF STUDENT ENG,AC1,RSX,RS2,RC - Associate Scientist;Scholar,00000968,BL-EDUC,EDUCATION,83403,1,12
BL,ACTG,ACCOUNTING DEPARTMENT,AC1,FCX,CP2,PC - Associate Professor,00050697,BL-BUS,KELLEY SCHOOL OF BUSINESS,184370,1,10
BL,JOUR,JOURNALISM,AC1,FRP,FRP,PR - Professor,00038111,BL-JOUR,JOURNALISM,154625,1,10
BL,HEWD,HEALTH AND WELLNESS DESIGN,AC1,FTX,FT1,PR - Professor,00030159,BL-HEWD,HEALTH AND WELLNESS DESIGN,126067,1,10
BL,ANTH,ANTHROPOLOGY,AC1,FTX,FT3,PT - Assistant Professor,00005116,BL-ANTH,ANTHROPOLOGY,79527,1,10
BL,OADT,BUSINESS OPERATIONS & DECISION TECHNOLOG,AC1,FLX,FLS,TS - Senior Lecturer,00036882,BL-BUS,KELLEY SCHOOL OF BUSINESS,95000,1,10
BL,CMLT,COMPARATIVE LITERATURE,AC1,FTX,FT3,PT - Assistant Professor,00004940,BL-CMLT,COMPARATIVE LITERATURE,70537,1,10
BL,CPCS,"COMM, PROF, AND COMPUTER SKILL",AC1,FLX,AAM,,00033423,BL-BUS,KELLEY SCHOOL OF BUSINESS,91364,1,12
BL,STNG,STRINGS,AC1,FTX,FT1,PR - Professor,00008018,BL-MUS,JACOBS SCHOOL OF MUSIC,113249,1,10
BL,THTR,"THEATRE, DRAMA AND CONTEMPORARY DANCE",AC1,UAS,UAS,,00048143,BL-THTR,"THEATRE, DRAMA AND CONTEMPORAR",52928,1,12
BL,JOUR,JOURNALISM,AC1,FTX,FT3,PT - Assistant Professor,00004661,BL-JOUR,JOURNALISM,79722,1,10
BL,JOUR,JOURNALISM,AC1,FTX,FT2,PC - Associate Professor,00043397,BL-JOUR,JOURNALISM,85904,1,10
BL,ENVR,ENVIRONMENTAL AND OCCUPATIONAL HEALTH,AC1,FTX,FT3,PT - Assistant Professor,00037052,BL-ENVR,ENVIRONMENTAL AND OCCUPATIONAL,101733,1,10
BL,MUPF,MUSIC PERFORMANCE FUND,AC1,FVX,,,00000576,BL-MUS,JACOBS SCHOOL OF MUSIC,54600,1,10
BL,MATH,MATHEMATICS,AC1,UAS,UAS,,00037469,BL-MATH,MATHEMATICS,60465,1,12
BL,MATH,MATHEMATICS,AC1,FTX,AAL,,00005889,BL-MATH,MATHEMATICS,115127,1,10
BL,INFI,DEPARTMENT OF INFORMATICS,AC1,FTX,FT1,PR - Professor,00022067,BL-INFI,DEPARTMENT OF INFORMATICS,156074,1,10
BL,OPT,OPTOMETRY,AC1,FCX,FC2,PC - Associate Professor,00026743,BL-OPT,OPTOMETRY,113568,1,12
BL,LAWS,MAURER SCHOOL OF LAW,AC1,FTX,FT1,PR - Professor,00014255,BL-LAWS,MAURER SCHOOL OF LAW,125449,1,10
BL,JOUR,JOURNALISM,AC1,FTX,FT1,PR - Professor,00005769,BL-JOUR,JOURNALISM,120212,1,10
BL,MUGS,MUSIC-GENERAL STUDIES,AC1,FLX,FLT,PR - Professor,00030628,BL-MUS,JACOBS SCHOOL OF MUSIC,83113,1,10
BL,ACTG,ACCOUNTING DEPARTMENT,AC1,FLX,FLT,PR - Professor,00021189,BL-BUS,KELLEY SCHOOL OF BUSINESS,115000,1,10
BL,ANTH,ANTHROPOLOGY,AC1,FTX,FT1,PR - Professor,00005368,BL-ANTH,ANTHROPOLOGY,100984,1,10
BL,LACQ,LIBRARY ACQUISITIONS,AC1,LTX,LT3,LT - Assistant Librarian,00011336,BL-LIBR,LIBRARIES,69236,1,12
BL,BI,BIOLOGY,AC1,RSX,RS1,RS - Senior Scientist;Scholar,00009449,BL-BI,BIOLOGY,120000,1,12
BL,BI,BIOLOGY,AC1,RSS,RSS,,00000931,BL-BI,BIOLOGY,70978,1,12
BL,CHEM,CHEMISTRY,AC1,FTX,FT1,PR - Professor,00005686,BL-CHEM,CHEMISTRY,118194,1,10
BL,OADT,BUSINESS OPERATIONS & DECISION TECHNOLOG,AC1,FVX,FV5,TL - Lecturer,00051894,BL-BUS,KELLEY SCHOOL OF BUSINESS,77500,1,10
BL,APHS,APPLIED HEALTH SCIENCE,AC1,FLX,FL5,TL - Lecturer,00026439,BL-APHS,APPLIED HEALTH SCIENCE,65259,1,10
BL,FOLK,FOLKLORE AND ETHNOMUSICOLOGY,AC1,FTX,AAM,,00014351,BL-FOLK,FOLKLORE AND ETHNOMUSICOLOGY,89674,1,10
BL,PHYS,PHYSICS,AC1,FTX,FT3,PT - Assistant Professor,00005428,BL-PHYS,PHYSICS,89000,1,10
BL,MGMT,DEPT MANGEMENT & ENTREP,AC1,FVX,FV5,TL - Lecturer,00051743,BL-BUS,KELLEY SCHOOL OF BUSINESS,84000,1,10
BL,CRIN,CURRICULUM & INSTRUCTION,AC1,FTX,FT1,PR - Professor,00005673,BL-EDUC,EDUCATION,99701,1,10
BL,MKTG,MARKETING DEPARTMENT,AC1,FTX,FT3,PT - Assistant Professor,00008405,BL-BUS,KELLEY SCHOOL OF BUSINESS,205000,1,10
BL,KINE,KINESIOLOGY,AC1,FTX,FT1,PR - Professor,00005820,BL-KINE,KINESIOLOGY,147627,1,10
BL,BI,BIOLOGY,AC1,FLX,FLS,TS - Senior Lecturer,00028836,BL-BI,BIOLOGY,66000,1,10
BL,LIAH,LIBRARY ARTS & HUMANITIES,AC1,LTX,LT1,LI - Librarian,00026007,BL-LIBR,LIBRARIES,101629,1,12
BL,LT&L,LIBRARY TEACHING & LEARNING,AC1,LTX,LT2,LC - Associate Librarian,00013163,BL-LIBR,LIBRARIES,67000,1,12
BL,CHEM,CHEMISTRY,AC1,RSX,RS3,RT - Assistant Scientist;Scholar,00027006,BL-CHEM,CHEMISTRY,67000,1,12
BL,SPEA,THE O'NEILL SCHOOL - BL SPEA,AC1,FTX,FT1,PR - Professor,00008174,BL-SPEA,THE O'NEILL SCHOOL - BL SPEA,157228,1,10
BL,HIST,HISTORY,AC1,FTX,AAM,,00005168,BL-HIST,HISTORY,82000,1,10
BL,POLS,POLITICAL SCIENCE,AC1,FTX,AAL,,00005473,BL-POLS,POLITICAL SCIENCE,153310,1,10
BL,CSCI,COMPUTER SCIENCE,AC1,FTX,AAM,,00020678,BL-CSCI,COMPUTER SCIENCE,186300,1,10
BL,NAGP,NATIVE AMER GRAVE PROTECT & REPAT ACT,AC1,RSS,RSS,,00000893,BL-NAGP,NATIVE AMER GRAVE PROTECT & RE,48976,1,12
BL,SLAV,SLAVIC & EAST EUROPEAN LANG & CULTURE,AC1,FLX,FLS,TS - Senior Lecturer,00040414,BL-SLAV,SLAVIC & EAST EUROPEAN LANG & ,62650,1,10
BL,APHS,APPLIED HEALTH SCIENCE,AC1,FTX,FT3,PT - Assistant Professor,00005787,BL-APHS,APPLIED HEALTH SCIENCE,95759,1,10
BL,VPFA,VICE PROVOST FOR FACULTY AFFAI,AC1,UAS,AAM,,00052050,BL-VPFA,VICE PROVOST FOR FACULTY AFFAI,95945,1,12
BL,ARSD,ARTS & SCIENCES; DEAN,AC1,UAS,UAS,,00054442,BL-ARSD,ARTS & SCIENCES; DEAN,54000,1,10
BL,BFIN,FINANCE DEPARTMENT,AC1,FLX,FL5,TL - Lecturer,00034156,BL-BUS,KELLEY SCHOOL OF BUSINESS,96875,1,10
BL,LAWS,MAURER SCHOOL OF LAW,AC1,FTX,FT1,PR - Professor,00004254,BL-LAWS,MAURER SCHOOL OF LAW,197379,1,12
BL,INTP,INTERNATIONAL AFFAIRS,AC1,FVX,FV6,,00048158,UA-INTP,INTERNATIONAL AFFAIRS,73098,1,12
BL,CRIN,CURRICULUM & INSTRUCTION,AC1,FTX,FT3,PT - Assistant Professor,00007689,BL-EDUC,EDUCATION,82769,1,10
BL,VPUE,UNDERGRADUATE EDUCATION,AC1,UAS,ASM,,00045347,BL-VPUE,UNDERGRADUATE EDUCATION,62976,1,12
BL,CEUS,CENTRAL EURASIAN STUDIES,AC1,FLX,FLS,TS - Senior Lecturer,00037610,BL-CEUS,CENTRAL EURASIAN STUDIES,58835,1,10
BL,POLS,POLITICAL SCIENCE,AC1,FTX,FT3,PT - Assistant Professor,00000249,BL-POLS,POLITICAL SCIENCE,92236,1,10
BL,EBIO,EPIDEMIOLOGY AND BIOSTATISTICS,AC1,FTX,FT2,PC - Associate Professor,00039854,BL-EBIO,EPIDEMIOLOGY AND BIOSTATISTICS,119246,1,10
BL,PSY,PSYCHOLOGICAL & BRAIN SCIENCES,AC1,FTX,ACP,,00026345,BL-PSY,PSYCHOLOGICAL & BRAIN SCIENCES,169428,1,10
BL,CRIN,CURRICULUM & INSTRUCTION,AC1,AAJ,AAJ,,00014369,BL-EDUC,EDUCATION,124700,1,12
BL,CHEM,CHEMISTRY,AC1,RSP,RSP,,00001073,BL-CHEM,CHEMISTRY,54840,1,12
BL,SGIS,HAMILTON LUGAR SCHOOL,AC1,AAI,HAI,,00039189,BL-SGIS,HAMILTON LUGAR SCHOOL,223525,1,12
BL,ANTH,ANTHROPOLOGY,AC1,FLX,FL5,TL - Lecturer,00055105,BL-HBIO,HUMAN BIOLOGY PROGRAM,60000,1,10
BL,FAL,LIBRARY COLLECTION MANAGEMENT,AC1,LTX,LT3,LT - Assistant Librarian,00005823,BL-LIBR,LIBRARIES,65343,1,12
BL,OADT,BUSINESS OPERATIONS & DECISION TECHNOLOG,AC1,FLX,FLT,PR - Professor,00021161,BL-BUS,KELLEY SCHOOL OF BUSINESS,108400,1,10
BL,SOAD,ESKENAZI SCHOOL OF ART ARCH + DESIGN,AC1,FVX,FV3,PT - Assistant Professor,00048310,BL-SOAD,ESKENAZI SCHOOL OF ART ARCH + ,41616,1,10
BL,BI,BIOLOGY,AC1,RSS,RSS,,00026871,BL-BI,BIOLOGY,39975,1,12
BL,LAWL,LAW LIBRARY,AC1,LTX,LT2,LC - Associate Librarian,00010180,BL-LAWL,LAW LIBRARY,74910,1,12
BL,LAWS,MAURER SCHOOL OF LAW,AC1,FLX,FLS,TS - Senior Lecturer,00008748,BL-LAWS,MAURER SCHOOL OF LAW,91105,1,10
BL,BI,BIOLOGY,AC1,RSS,RSS,,00000875,BL-BI,BIOLOGY,56484,1,12
BL,POLS,POLITICAL SCIENCE,AC1,FLX,FLS,TS - Senior Lecturer,00023940,BL-POLS,POLITICAL SCIENCE,76175,1,10
BL,GRAD,GRADUATE SCHOOL,AC1,AAF,AAX,,00039910,BL-GRAD,GRADUATE SCHOOL,290700,1,12
BL,ISE,INTELLIGENT SYSTEMS ENGINEERING,AC1,RSX,,,00043712,BL-ISRS,INTELLIGENT SYSTEMS ENGINEERIN,133876,1,12
BL,CRIN,CURRICULUM & INSTRUCTION,AC1,FCX,FC2,PC - Associate Professor,00008169,BL-EDUC,EDUCATION,79447,1,10
BL,BI,BIOLOGY,AC1,FTX,FT1,PR - Professor,00000020,BL-BI,BIOLOGY,122639,1,10
BL,BI,BIOLOGY,AC1,RSS,RSS,,00000890,BL-BI,BIOLOGY,53000,1,12
BL,CSCI,COMPUTER SCIENCE,AC1,FTX,FT1,PR - Professor,00020789,BL-CSCI,COMPUTER SCIENCE,151958,1,10
BL,LIAS,PLANNING AND ADMIN,AC1,AAI,AAI,,00013193,BL-LIBR,LIBRARIES,229201,1,12
BL,VPAS,VICE PRES/ACADEMIC SUPPORT,AC1,AAG,FT1,PR - Professor,00031011,UA-VPRO,OFC OF VP RESEARCH,189741,1,10
BL,LIIT,INFORMATION TECH&DIGITAL PROGR,AC1,LTX,HAN,,00030205,BL-LIBR,LIBRARIES,88064,1,12
BL,CRIN,CURRICULUM & INSTRUCTION,AC1,FTX,FT1,PR - Professor,00004957,BL-EDUC,EDUCATION,103322,1,10
BL,CEUS,CENTRAL EURASIAN STUDIES,AC1,FLX,FLS,TS - Senior Lecturer,00027617,BL-CEUS,CENTRAL EURASIAN STUDIES,66786,1,10
BL,FRIT,FRENCH AND ITALIAN,AC1,FVX,FV5,TL - Lecturer,00000717,BL-FRIT,FRENCH AND ITALIAN,41000,1,10
BL,ISTE,INSTRUCTIONAL SYSTEMS TECHNOLOGY,AC1,FTX,FT1,PR - Professor,00004958,BL-EDUC,EDUCATION,112746,1,10
BL,CHEM,CHEMISTRY,AC1,FTX,FT2,PC - Associate Professor,00004927,BL-CHEM,CHEMISTRY,101869,1,10
BL,BI,BIOLOGY,AC1,FTX,FT1,PR - Professor,00004711,BL-BI,BIOLOGY,116831,1,10
BL,INAD,SICE ADMINISTRATION,AC1,FTX,FT3,PT - Assistant Professor,00026522,BL-ISE,INTELLIGENT SYSTEMS ENGINEERIN,115000,1,10
BL,BFIN,FINANCE DEPARTMENT,AC1,FTX,FG3,PT - Assistant Professor,00054460,BL-BUS,KELLEY SCHOOL OF BUSINESS,240000,1,10
BL,OADT,BUSINESS OPERATIONS & DECISION TECHNOLOG,AC1,FCX,CP2,PC - Associate Professor,00054854,BL-BUS,KELLEY SCHOOL OF BUSINESS,160000,1,10
BL,SLS,SECOND LANGUAGE STUDIES,AC1,FTX,FT1,PR - Professor,00031419,BL-SLS,SECOND LANGUAGE STUDIES,95173,1,10
BL,BI,BIOLOGY,AC1,FLX,FLS,TS - Senior Lecturer,00042730,BL-BI,BIOLOGY,66000,1,10
BL,EADM,EDUCATION ADMINISTRATION,AC1,UAS,AAK,,00030157,BL-EDUC,EDUCATION,89800,1,12
BL,BFIN,FINANCE DEPARTMENT,AC1,FCX,FC3,PT - Assistant Professor,00052772,BL-BUS,KELLEY SCHOOL OF BUSINESS,173000,1,10
BL,MSCI,IUSM - BLOOMINGTON,AC1,RSP,RSP,,00001117,IN-MSCI,IUSM - BLOOMINGTON,56484,1,12
BL,LAWS,MAURER SCHOOL OF LAW,AC1,FTX,FT1,PR - Professor,00003523,BL-LAWS,MAURER SCHOOL OF LAW,275317,1,10
BL,BFIN,FINANCE DEPARTMENT,AC1,FTX,FT3,PT - Assistant Professor,00050633,BL-BUS,KELLEY SCHOOL OF BUSINESS,254050,1,10
BL,CEDP,COUNSELING & EDUCATIONAL PSY,AC1,FVX,CV3,PT - Assistant Professor,00021016,BL-EDUC,EDUCATION,65000,1,10
BL,MGMT,DEPT MANGEMENT & ENTREP,AC1,FLX,FL5,TL - Lecturer,00046637,BL-BUS,KELLEY SCHOOL OF BUSINESS,84700,1,10
BL,MED,HEALTH SCIENCES,AC1,FTX,FT3,PT - Assistant Professor,00004340,IN-MSCI,IUSM - BLOOMINGTON,92700,1,12
BL,MATH,MATHEMATICS,AC1,FTX,FT1,PR - Professor,00005871,BL-MATH,MATHEMATICS,133283,1,10
BL,SPAN,SPANISH & PORTUGUESE,AC1,FLX,FLT,PR - Professor,00000333,BL-SPAN,SPANISH & PORTUGUESE,74196,1,10
BL,LING,LINGUISTICS,AC1,FTX,FT1,PR - Professor,00000254,BL-LING,LINGUISTICS,132434,1,10
BL,PSY,PSYCHOLOGICAL & BRAIN SCIENCES,AC1,FCX,FC3,PT - Assistant Professor,00008588,BL-PSY,PSYCHOLOGICAL & BRAIN SCIENCES,85264,1,12
BL,SLIS,INFORMATION AND LIBRARY SCIENCE,AC1,FTX,FT1,PR - Professor,00007440,BL-SLIS,INFORMATION AND LIBRARY SCIENC,141553,1,10
BL,CPCS,"COMM, PROF, AND COMPUTER SKILL",AC1,FLX,FLS,TS - Senior Lecturer,00008393,BL-BUS,KELLEY SCHOOL OF BUSINESS,91126,1,10
BL,CHEM,CHEMISTRY,AC1,UAS,UAS,,00031562,BL-CHEM,CHEMISTRY,88950,1,12
BL,PSY,PSYCHOLOGICAL & BRAIN SCIENCES,AC1,FVX,FV8,,00035928,BL-PSY,PSYCHOLOGICAL & BRAIN SCIENCES,56484,1,12
BL,ENG,ENGLISH,AC1,FVX,FV5,TL - Lecturer,00000698,BL-ENG,ENGLISH,40000,1,10
BL,CIMS,CINEMA & MEDIA STUDIES,AC1,FTX,FT2,PC - Associate Professor,00042529,BL-CIMS,CINEMA & MEDIA STUDIES,86441,1,10
BL,PSY,PSYCHOLOGICAL & BRAIN SCIENCES,AC1,FLX,FL5,TL - Lecturer,00033195,BL-PSY,PSYCHOLOGICAL & BRAIN SCIENCES,59504,1,10
BL,WPTP,WRKSHP-POL THEORY/POL ANALYSIS,AC1,RSX,RS3,RT - Assistant Scientist;Scholar,00050153,BL-WPTP,WRKSHP-POL THEORY/POL ANALYSIS,59613,0.75,12
BL,CPCS,"COMM, PROF, AND COMPUTER SKILL",AC1,FLX,FL5,TL - Lecturer,00048281,BL-BUS,KELLEY SCHOOL OF BUSINESS,65859,1,10
BL,ELPS,LEADERSHIP & POLICY STUDIES,AC1,FTX,FT2,PC - Associate Professor,00004880,BL-EDUC,EDUCATION,96173,1,10
BL,NURS,NURSING,AC1,FCX,FC2,PC - Associate Professor,00011802,BL-NURS,NURSING,92193,1,10
BL,MUSL,MUSIC LIBRARY,AC1,LTX,LT2,LC - Associate Librarian,00008438,BL-LIBR,LIBRARIES,65778,1,12
BL,CPCS,"COMM, PROF, AND COMPUTER SKILL",AC1,FLX,FLS,TS - Senior Lecturer,00043523,BL-BUS,KELLEY SCHOOL OF BUSINESS,75000,1,10
BL,ISM,INTERNATIONAL STUDIES,AC1,FTX,FT3,PT - Assistant Professor,00004943,BL-ISM,INTERNATIONAL STUDIES,90284,1,10
BL,LING,LINGUISTICS,AC1,FTX,FT1,PR - Professor,00000190,BL-LING,LINGUISTICS,115274,1,10
BL,GERM,GERMANIC STUDIES,AC1,FTX,AAM,,00005145,BL-GERM,GERMANIC STUDIES,75298,1,10
BL,LISP,LIBRARY SPECIAL COLLECTIONS,AC1,LTX,LT2,LC - Associate Librarian,00003953,BL-LIBR,LIBRARIES,64879,1,12
BL,FRIT,FRENCH AND ITALIAN,AC1,FTX,AAL,,00000095,BL-FRIT,FRENCH AND ITALIAN,122952,1,10
BL,SPAN,SPANISH & PORTUGUESE,AC1,FTX,FT3,PT - Assistant Professor,00005615,BL-SPAN,SPANISH & PORTUGUESE,69955,1,10
BL,APHS,APPLIED HEALTH SCIENCE,AC1,FTX,FT3,PT - Assistant Professor,00028471,BL-APHS,APPLIED HEALTH SCIENCE,91637,1,10
BL,SPAN,SPANISH & PORTUGUESE,AC1,FLX,FL5,TL - Lecturer,00024088,BL-SPAN,SPANISH & PORTUGUESE,45000,1,10
BL,AST,ASTRONOMY,AC1,FTX,AAM,,00004735,BL-AST,ASTRONOMY,102189,1,10
BL,HIST,HISTORY,AC1,FTX,FT1,PR - Professor,00028616,BL-HIST,HISTORY,101551,1,10
BL,SPEA,THE O'NEILL SCHOOL - BL SPEA,AC1,FLX,FLS,TS - Senior Lecturer,00029103,BL-SPEA,THE O'NEILL SCHOOL - BL SPEA,72148,1,10
BL,BI,BIOLOGY,AC1,FTX,FT1,PR - Professor,00004746,BL-BI,BIOLOGY,149491,1,10
BL,ENVR,ENVIRONMENTAL AND OCCUPATIONAL HEALTH,AC1,FTX,FT3,PT - Assistant Professor,00035130,BL-ENVR,ENVIRONMENTAL AND OCCUPATIONAL,97354,1,10
BL,LAWL,LAW LIBRARY,AC1,LTX,AAM,,00004029,BL-LAWL,LAW LIBRARY,150637,1,12
BL,BI,BIOLOGY,AC1,FTX,FT1,PR - Professor,00013609,BL-BI,BIOLOGY,131032,1,10
BL,ACTG,ACCOUNTING DEPARTMENT,AC1,FCX,FC3,PT - Assistant Professor,00054361,BL-BUS,KELLEY SCHOOL OF BUSINESS,170000,1,10
BL,MATH,MATHEMATICS,AC1,FTX,FT1,PR - Professor,00005900,BL-MATH,MATHEMATICS,134016,1,10
BL,SPHS,SPEECH & HEARING SCIENCES,AC1,FLX,LPS,TS - Senior Lecturer,00005659,BL-SPHS,SPEECH & HEARING SCIENCES,78000,1,10
BL,BEPP,DEPT OF ECONOMICS & PUBLIC POLICY,AC1,FVX,FV3,PT - Assistant Professor,00053061,BL-BUS,KELLEY SCHOOL OF BUSINESS,111100,1,10
BL,LREF,SCHOLARS COMMONS,AC1,LTX,LT3,LT - Assistant Librarian,00041997,BL-LIBR,LIBRARIES,62000,1,12
BL,OADT,BUSINESS OPERATIONS & DECISION TECHNOLOG,AC1,FTX,FT1,PR - Professor,00011454,BL-BUS,KELLEY SCHOOL OF BUSINESS,299000,1,10
BL,CEDP,COUNSELING & EDUCATIONAL PSY,AC1,FTX,FT1,PR - Professor,00008740,BL-EDUC,EDUCATION,106388,1,10
BL,OADT,BUSINESS OPERATIONS & DECISION TECHNOLOG,AC1,FLX,FLS,TS - Senior Lecturer,00008745,BL-BUS,KELLEY SCHOOL OF BUSINESS,95000,1,10
BL,LAMP,LIBERAL ARTS & MANAGEMENT,AC1,UAS,ACM,,00036946,BL-LAMP,LIBERAL ARTS & MANAGEMENT,62578,1,12
BL,PHYS,PHYSICS,AC1,FTX,AAM,,00005439,BL-PHYS,PHYSICS,119432,1,10
BL,PHYS,PHYSICS,AC1,FTX,FT1,PR - Professor,00005418,BL-PHYS,PHYSICS,206906,1,10
BL,SPEA,THE O'NEILL SCHOOL - BL SPEA,AC1,FTX,FT2,PC - Associate Professor,00026695,BL-SPEA,THE O'NEILL SCHOOL - BL SPEA,150079,1,10
BL,POLS,POLITICAL SCIENCE,AC1,FTX,FT2,PC - Associate Professor,00005469,BL-POLS,POLITICAL SCIENCE,103639,1,10
BL,ELPS,LEADERSHIP & POLICY STUDIES,AC1,FCX,FC1,PR - Professor,00020023,BL-EDUC,EDUCATION,89026,1,10
BL,MGMT,DEPT MANGEMENT & ENTREP,AC1,FVX,FV5,TL - Lecturer,00054856,BL-BUS,KELLEY SCHOOL OF BUSINESS,83500,1,10
BL,SPHB,SCHOOL OF PUBLIC HEALTH - BLOOMINGTON,AC1,UAS,AAM,,00038070,BL-SPHB,SCHOOL OF PUBLIC HEALTH - BLOO,88313,1,12
BL,SPEA,THE O'NEILL SCHOOL - BL SPEA,AC1,FTX,FT2,PC - Associate Professor,00005641,BL-SPEA,THE O'NEILL SCHOOL - BL SPEA,121594,1,10
BL,CHEM,CHEMISTRY,AC1,FTX,FT1,PR - Professor,00004920,BL-CHEM,CHEMISTRY,158644,1,10
BL,GEOG,GEOGRAPHY,AC1,FTX,FT3,PT - Assistant Professor,00005155,BL-GEOG,GEOGRAPHY,73604,1,10
BL,FINH,ART HISTORY,AC1,FTX,AAM,,00005071,BL-FINH,ART HISTORY,82425,1,10
BL,MUVO,VOICE DEPARTMENT,AC1,FRP,FRP,PR - Professor,00038028,BL-MUS,JACOBS SCHOOL OF MUSIC,95000,1,10
BL,HIST,HISTORY,AC1,FTX,FT2,PC - Associate Professor,00005162,BL-HIST,HISTORY,97630,1,10
BL,SPAN,SPANISH & PORTUGUESE,AC1,FTX,FT1,PR - Professor,00005611,BL-SPAN,SPANISH & PORTUGUESE,105383,1,10
BL,MUED,MUSIC EDUCATION,AC1,FTX,FT2,PC - Associate Professor,00005910,BL-MUS,JACOBS SCHOOL OF MUSIC,93866,1,10
BL,EBIO,EPIDEMIOLOGY AND BIOSTATISTICS,AC1,UAS,AAM,,00038279,BL-EBIO,EPIDEMIOLOGY AND BIOSTATISTICS,131213,1,12
BL,VPFA,VICE PROVOST FOR FACULTY AFFAI,AC1,AAG,AVP,,00054063,BL-VPFA,VICE PROVOST FOR FACULTY AFFAI,186619,1,10
BL,HIST,HISTORY,AC1,FTX,FT2,PC - Associate Professor,00005176,BL-HIST,HISTORY,77773,1,10
BL,CHEM,CHEMISTRY,AC1,FTX,FT1,PR - Professor,00004922,BL-CHEM,CHEMISTRY,217368,0.75,10
